transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,_computed_total
TXN02873,2022-10-04,CUST024,Female,49,Sports,4,683,2732,2732
TXN02874,2022-09-16,CUST024,Female,49,Electronics,1,400,400,400
TXN02875,2023-04-09,CUST024,Female,49,Clothing,4,316,1264,1264
TXN02876,2022-07-06,CUST024,Female,49,Electronics,2,255,510,510
TXN02877,2023-02-10,CUST024,Female,49,Groceries,5,794,3970,3970
TXN02878,2022-06-27,CUST024,Female,49,Electronics,5,346,1730,1730
TXN02879,2022-02-08,CUST024,Female,49,Beauty,3,961,2883,2883
TXN02880,2022-02-26,CUST024,Female,49,Clothing,5,245,1225,1225
TXN02881,2023-06-11,CUST024,Female,49,Clothing,5,859,4295,4295
TXN02882,2023-07-28,CUST024,Female,49,Clothing,5,470,2350,2350
TXN02883,2022-01-26,CUST024,Female,49,Clothing,5,558,2790,2790
TXN02884,2023-05-31,CUST024,Female,49,Clothing,2,17,34,34
TXN02885,2022-01-25,CUST024,Female,49,Groceries,5,936,4680,4680
TXN02886,2023-03-01,CUST024,Female,49,Groceries,5,940,4700,4700
TXN02887,2023-08-27,CUST024,Female,49,Electronics,5,194,970,970
TXN02888,2023-08-19,CUST024,Female,49,Beauty,5,407,2035,2035
TXN02889,2023-12-10,CUST024,Female,49,Beauty,2,85,170,170
TXN02890,2023-07-04,CUST024,Female,49,Clothing,3,241,723,723
TXN02891,2023-01-31,CUST024,Female,49,Clothing,4,664,2656,2656
TXN02892,2024-05-10,CUST024,Female,49,Sports,5,437,2185,2185
TXN02893,2022-10-04,CUST024,Female,49,Groceries,5,372,1860,1860
TXN02894,2023-07-29,CUST024,Female,49,Electronics,2,473,946,946
TXN02895,2023-09-09,CUST024,Female,49,Clothing,4,36,144,144
TXN02896,2022-06-30,CUST024,Female,49,Beauty,5,61,305,305
TXN02897,2022-02-12,CUST024,Female,49,Beauty,1,129,129,129
TXN02898,2023-10-07,CUST024,Female,49,Clothing,5,947,4735,4735
TXN02899,2022-12-02,CUST024,Female,49,Clothing,3,264,792,792
TXN02900,2022-09-12,CUST024,Female,49,Electronics,1,511,511,511
TXN02901,2023-12-11,CUST024,Female,49,Sports,2,716,1432,1432
TXN02902,2023-03-29,CUST024,Female,49,Electronics,3,766,2298,2298
TXN02903,2023-08-17,CUST024,Female,49,Clothing,1,221,221,221
TXN02904,2022-09-13,CUST024,Female,49,Beauty,3,140,420,420
TXN02905,2023-02-11,CUST024,Female,49,Clothing,1,922,922,922
TXN02906,2022-01-15,CUST024,Female,49,Beauty,2,114,228,228
TXN02907,2023-09-06,CUST024,Female,49,Electronics,3,732,2196,2196
TXN02908,2024-03-23,CUST024,Female,49,Sports,4,865,3460,3460
TXN02909,2023-06-05,CUST024,Female,49,Groceries,3,340,1020,1020
TXN02910,2023-05-10,CUST024,Female,49,Clothing,1,383,383,383
TXN02911,2024-03-01,CUST024,Female,49,Beauty,2,702,1404,1404
TXN02912,2022-11-16,CUST024,Female,49,Clothing,2,337,674,674
TXN02913,2022-11-26,CUST024,Female,49,Clothing,3,114,342,342
TXN02914,2024-03-31,CUST024,Female,49,Clothing,4,626,2504,2504
TXN02915,2022-05-27,CUST024,Female,49,Groceries,5,650,3250,3250
TXN02916,2022-09-28,CUST024,Female,49,Electronics,4,419,1676,1676
TXN02917,2022-04-17,CUST024,Female,49,Sports,5,262,1310,1310
TXN02918,2023-10-20,CUST024,Female,49,Sports,4,450,1800,1800
TXN02919,2022-03-30,CUST024,Female,49,Groceries,4,581,2324,2324
TXN02920,2022-10-02,CUST024,Female,49,Clothing,4,931,3724,3724
TXN02921,2023-11-09,CUST024,Female,49,Beauty,2,287,574,574
TXN02922,2023-12-08,CUST024,Female,49,Beauty,5,812,4060,4060
TXN02923,2023-01-30,CUST024,Female,49,Groceries,3,403,1209,1209
TXN02924,2022-08-12,CUST024,Female,49,Clothing,2,772,1544,1544
TXN02925,2023-03-17,CUST024,Female,49,Clothing,5,141,705,705
TXN02926,2024-03-26,CUST024,Female,49,Clothing,1,107,107,107
TXN02927,2022-05-29,CUST024,Female,49,Clothing,1,581,581,581
TXN02928,2023-09-12,CUST024,Female,49,Clothing,3,53,159,159
TXN02929,2024-03-03,CUST024,Female,49,Electronics,4,87,348,348
TXN02930,2024-06-05,CUST024,Female,49,Groceries,5,141,705,705
TXN02931,2023-12-07,CUST024,Female,49,Sports,2,665,1330,1330
TXN02932,2022-07-06,CUST024,Female,49,Clothing,3,476,1428,1428
TXN02933,2023-06-06,CUST024,Female,49,Groceries,5,252,1260,1260
TXN02934,2022-03-28,CUST024,Female,49,Electronics,3,687,2061,2061
TXN02935,2022-01-26,CUST024,Female,49,Electronics,2,55,110,110
TXN02936,2022-11-18,CUST024,Female,49,Clothing,2,184,368,368
TXN02937,2023-06-27,CUST024,Female,49,Electronics,3,144,432,432
TXN02938,2023-10-30,CUST024,Female,49,Beauty,2,540,1080,1080
TXN02939,2022-09-26,CUST024,Female,49,Sports,3,494,1482,1482
TXN02940,2023-02-05,CUST024,Female,49,Electronics,5,564,2820,2820
TXN02941,2023-06-18,CUST024,Female,49,Clothing,2,37,74,74
TXN02942,2022-10-27,CUST024,Female,49,Electronics,5,560,2800,2800
TXN02943,2022-05-10,CUST024,Female,49,Beauty,2,305,610,610
TXN02944,2023-04-10,CUST024,Female,49,Groceries,3,165,495,495
TXN02945,2023-12-13,CUST024,Female,49,Electronics,2,588,1176,1176
TXN02946,2022-12-14,CUST024,Female,49,Groceries,4,341,1364,1364
TXN02947,2022-04-12,CUST024,Female,49,Groceries,1,787,787,787
TXN02948,2022-06-14,CUST024,Female,49,Clothing,1,490,490,490
TXN02949,2022-03-27,CUST024,Female,49,Beauty,5,612,3060,3060
TXN02950,2022-12-30,CUST024,Female,49,Groceries,3,433,1299,1299
TXN02951,2022-04-27,CUST024,Female,49,Beauty,4,491,1964,1964
TXN02952,2023-06-29,CUST024,Female,49,Beauty,3,883,2649,2649
TXN02953,2023-01-03,CUST024,Female,49,Clothing,4,518,2072,2072
TXN02954,2024-06-16,CUST025,Female,64,Clothing,1,301,301,301
TXN02955,2023-11-15,CUST025,Female,64,Sports,4,746,2984,2984
TXN02956,2024-01-26,CUST025,Female,64,Clothing,4,828,3312,3312
TXN02957,2023-08-26,CUST025,Female,64,Clothing,2,197,394,394
TXN02958,2024-02-27,CUST025,Female,64,Groceries,2,777,1554,1554
TXN02959,2022-05-10,CUST025,Female,64,Clothing,1,80,80,80
TXN02960,2023-12-26,CUST025,Female,64,Electronics,1,52,52,52
TXN02961,2024-02-05,CUST025,Female,64,Clothing,4,812,3248,3248
TXN02962,2024-04-11,CUST025,Female,64,Groceries,2,582,1164,1164
TXN02963,2022-11-21,CUST025,Female,64,Beauty,1,317,317,317
TXN02964,2023-05-29,CUST025,Female,64,Electronics,3,770,2310,2310
TXN02965,2022-11-30,CUST025,Female,64,Clothing,4,969,3876,3876
TXN02966,2023-08-02,CUST025,Female,64,Clothing,4,484,1936,1936
TXN02967,2023-02-13,CUST025,Female,64,Clothing,4,623,2492,2492
TXN02968,2024-06-07,CUST025,Female,64,Groceries,5,167,835,835
TXN02969,2023-02-09,CUST025,Female,64,Groceries,4,931,3724,3724
TXN02970,2023-07-12,CUST025,Female,64,Electronics,1,686,686,686
TXN02971,2023-04-24,CUST025,Female,64,Sports,1,922,922,922
TXN02972,2023-12-05,CUST025,Female,64,Electronics,3,575,1725,1725
TXN02973,2023-08-08,CUST025,Female,64,Sports,5,153,765,765
TXN02974,2022-02-21,CUST025,Female,64,Electronics,4,456,1824,1824
TXN02975,2023-06-25,CUST025,Female,64,Electronics,4,547,2188,2188
TXN02976,2023-09-21,CUST025,Female,64,Clothing,3,824,2472,2472
TXN02977,2024-01-09,CUST025,Female,64,Electronics,2,428,856,856
TXN02978,2022-06-09,CUST025,Female,64,Sports,2,270,540,540
TXN02979,2022-01-20,CUST025,Female,64,Clothing,2,233,466,466
TXN02980,2023-05-28,CUST025,Female,64,Groceries,2,477,954,954
TXN02981,2022-08-20,CUST025,Female,64,Beauty,2,102,204,204
TXN02982,2023-09-14,CUST025,Female,64,Sports,4,624,2496,2496
TXN02983,2024-03-18,CUST025,Female,64,Beauty,4,23,92,92
TXN02984,2022-07-18,CUST025,Female,64,Beauty,2,901,1802,1802
TXN02985,2022-10-16,CUST025,Female,64,Clothing,3,599,1797,1797
TXN02986,2024-05-28,CUST025,Female,64,Electronics,1,821,821,821
TXN02987,2023-02-27,CUST025,Female,64,Groceries,4,16,64,64
TXN02988,2024-05-29,CUST025,Female,64,Sports,5,545,2725,2725
TXN02989,2022-02-14,CUST025,Female,64,Beauty,2,857,1714,1714
TXN02990,2022-11-05,CUST025,Female,64,Beauty,5,207,1035,1035
TXN02991,2022-06-15,CUST025,Female,64,Beauty,3,341,1023,1023
TXN02992,2023-05-18,CUST025,Female,64,Beauty,2,392,784,784
TXN02993,2022-09-02,CUST025,Female,64,Beauty,5,382,1910,1910
TXN02994,2023-02-22,CUST025,Female,64,Groceries,1,178,178,178
TXN02995,2023-12-07,CUST025,Female,64,Electronics,4,487,1948,1948
TXN02996,2023-11-13,CUST025,Female,64,Electronics,4,411,1644,1644
TXN02997,2023-10-23,CUST025,Female,64,Clothing,2,263,526,526
TXN02998,2022-01-13,CUST025,Female,64,Groceries,2,46,92,92
TXN02999,2023-04-07,CUST025,Female,64,Sports,1,274,274,274
TXN03000,2024-01-15,CUST025,Female,64,Groceries,5,540,2700,2700
TXN03001,2022-02-15,CUST025,Female,64,Beauty,3,771,2313,2313
TXN03002,2023-08-20,CUST025,Female,64,Beauty,4,567,2268,2268
TXN03003,2024-05-04,CUST025,Female,64,Groceries,3,37,111,111
TXN03004,2024-04-23,CUST025,Female,64,Beauty,2,940,1880,1880
TXN03005,2022-09-07,CUST025,Female,64,Sports,2,398,796,796
TXN03006,2022-08-22,CUST025,Female,64,Electronics,3,724,2172,2172
TXN03007,2022-12-28,CUST025,Female,64,Groceries,5,343,1715,1715
TXN03008,2024-04-26,CUST025,Female,64,Sports,1,810,810,810
TXN03009,2023-01-25,CUST025,Female,64,Electronics,4,963,3852,3852
TXN03010,2024-04-03,CUST025,Female,64,Clothing,4,226,904,904
TXN03011,2023-08-30,CUST026,Female,28,Beauty,4,487,1948,1948
TXN03012,2023-12-04,CUST027,Female,38,Groceries,4,240,960,960
TXN03013,2023-08-22,CUST027,Female,38,Groceries,1,209,209,209
TXN03014,2024-06-16,CUST027,Female,38,Clothing,5,320,1600,1600
TXN03015,2023-08-19,CUST028,Female,43,Beauty,5,647,3235,3235
TXN03016,2022-03-19,CUST028,Female,43,Groceries,2,380,760,760
TXN03017,2022-10-09,CUST028,Female,43,Electronics,5,657,3285,3285
TXN03018,2023-03-16,CUST028,Female,43,Electronics,2,267,534,534
TXN03019,2022-04-05,CUST028,Female,43,Electronics,2,649,1298,1298
TXN03020,2024-02-19,CUST028,Female,43,Sports,1,738,738,738
TXN03021,2024-01-22,CUST028,Female,43,Groceries,1,22,22,22
TXN03022,2022-01-25,CUST028,Female,43,Beauty,1,104,104,104
TXN03023,2024-02-01,CUST028,Female,43,Beauty,1,175,175,175
TXN03024,2023-05-06,CUST028,Female,43,Clothing,1,800,800,800
TXN03025,2022-08-14,CUST028,Female,43,Clothing,4,150,600,600
TXN03026,2024-02-15,CUST028,Female,43,Beauty,2,263,526,526
TXN03027,2023-06-30,CUST028,Female,43,Clothing,5,529,2645,2645
TXN03028,2024-04-04,CUST029,Female,42,Sports,4,472,1888,1888
TXN03029,2022-02-09,CUST029,Female,42,Sports,3,439,1317,1317
TXN03030,2022-05-13,CUST029,Female,42,Clothing,5,448,2240,2240
TXN03031,2023-04-09,CUST029,Female,42,Groceries,5,549,2745,2745
TXN03032,2022-09-20,CUST029,Female,42,Electronics,5,352,1760,1760
TXN03033,2022-06-19,CUST029,Female,42,Clothing,5,518,2590,2590
TXN03034,2024-05-04,CUST029,Female,42,Groceries,5,457,2285,2285
TXN03035,2022-07-20,CUST029,Female,42,Groceries,4,536,2144,2144
TXN03036,2023-08-24,CUST029,Female,42,Sports,3,259,777,777
TXN03037,2024-01-29,CUST029,Female,42,Groceries,5,122,610,610
TXN03038,2024-01-03,CUST029,Female,42,Electronics,3,352,1056,1056
TXN03039,2023-06-16,CUST029,Female,42,Electronics,1,831,831,831
TXN03040,2022-09-09,CUST029,Female,42,Beauty,1,498,498,498
TXN03041,2022-06-22,CUST029,Female,42,Clothing,5,656,3280,3280
TXN03042,2023-12-21,CUST029,Female,42,Groceries,3,210,630,630
TXN03043,2022-01-12,CUST029,Female,42,Groceries,2,20,40,40
TXN03044,2023-08-31,CUST029,Female,42,Beauty,4,599,2396,2396
TXN03045,2024-06-15,CUST029,Female,42,Groceries,2,382,764,764
TXN03046,2022-05-12,CUST029,Female,42,Beauty,5,700,3500,3500
TXN03047,2024-05-02,CUST029,Female,42,Electronics,4,793,3172,3172
TXN03048,2022-06-29,CUST029,Female,42,Clothing,5,794,3970,3970
TXN03049,2023-08-14,CUST029,Female,42,Sports,2,489,978,978
TXN03050,2023-12-20,CUST029,Female,42,Beauty,4,70,280,280
TXN03051,2023-05-12,CUST029,Female,42,Clothing,2,591,1182,1182
TXN03052,2022-03-10,CUST029,Female,42,Electronics,1,541,541,541
TXN03053,2022-05-25,CUST029,Female,42,Sports,1,623,623,623
TXN03054,2022-09-26,CUST029,Female,42,Electronics,1,604,604,604
TXN03055,2024-05-14,CUST029,Female,42,Electronics,3,463,1389,1389
TXN03056,2023-02-07,CUST029,Female,42,Beauty,3,416,1248,1248
TXN03057,2023-08-19,CUST029,Female,42,Clothing,3,485,1455,1455
TXN03058,2024-01-08,CUST029,Female,42,Beauty,3,51,153,153
TXN03059,2022-09-20,CUST029,Female,42,Electronics,4,769,3076,3076
TXN03060,2022-01-26,CUST029,Female,42,Clothing,5,720,3600,3600
TXN03061,2022-11-13,CUST029,Female,42,Groceries,2,767,1534,1534
TXN03062,2023-04-09,CUST029,Female,42,Beauty,4,115,460,460
TXN03063,2023-06-06,CUST029,Female,42,Beauty,1,671,671,671
TXN03064,2023-10-23,CUST029,Female,42,Electronics,1,745,745,745
TXN03065,2022-09-22,CUST029,Female,42,Clothing,2,715,1430,1430
TXN03066,2024-05-11,CUST029,Female,42,Clothing,3,831,2493,2493
TXN03067,2022-09-21,CUST029,Female,42,Sports,4,365,1460,1460
TXN03068,2024-01-24,CUST029,Female,42,Groceries,2,825,1650,1650
TXN03069,2024-05-19,CUST029,Female,42,Beauty,1,766,766,766
TXN03070,2023-12-05,CUST029,Female,42,Sports,3,816,2448,2448
TXN03071,2023-05-02,CUST029,Female,42,Groceries,4,601,2404,2404
TXN03072,2024-03-25,CUST029,Female,42,Groceries,2,511,1022,1022
TXN03073,2022-07-28,CUST029,Female,42,Beauty,3,786,2358,2358
TXN03074,2024-05-03,CUST029,Female,42,Clothing,3,422,1266,1266
TXN03075,2022-10-17,CUST029,Female,42,Beauty,3,841,2523,2523
TXN03076,2022-12-19,CUST029,Female,42,Electronics,4,160,640,640
TXN03077,2023-08-31,CUST029,Female,42,Clothing,1,662,662,662
TXN03078,2022-10-30,CUST029,Female,42,Beauty,5,379,1895,1895
TXN03079,2022-04-28,CUST029,Female,42,Groceries,2,398,796,796
TXN03080,2023-06-17,CUST029,Female,42,Clothing,5,453,2265,2265
TXN03081,2023-01-29,CUST029,Female,42,Electronics,4,667,2668,2668
TXN03082,2022-02-26,CUST029,Female,42,Clothing,5,994,4970,4970
TXN03083,2023-03-28,CUST029,Female,42,Sports,3,905,2715,2715
TXN03084,2022-12-17,CUST029,Female,42,Groceries,2,129,258,258
TXN03085,2024-04-17,CUST029,Female,42,Beauty,3,176,528,528
TXN03086,2023-07-31,CUST029,Female,42,Electronics,2,673,1346,1346
TXN03087,2022-09-04,CUST029,Female,42,Beauty,5,642,3210,3210
TXN03088,2023-09-16,CUST029,Female,42,Beauty,2,102,204,204
TXN03089,2022-03-03,CUST029,Female,42,Clothing,1,932,932,932
TXN03090,2023-07-21,CUST029,Female,42,Groceries,4,412,1648,1648
TXN03091,2024-01-04,CUST029,Female,42,Beauty,4,312,1248,1248
TXN03092,2022-06-15,CUST029,Female,42,Beauty,1,688,688,688
TXN03093,2023-03-19,CUST029,Female,42,Clothing,5,276,1380,1380
TXN03094,2023-12-22,CUST029,Female,42,Sports,2,769,1538,1538
TXN03095,2023-03-06,CUST029,Female,42,Beauty,1,77,77,77
TXN03096,2022-04-07,CUST029,Female,42,Beauty,4,659,2636,2636
TXN03097,2022-10-31,CUST029,Female,42,Clothing,3,163,489,489
TXN03098,2022-03-01,CUST029,Female,42,Groceries,5,36,180,180
TXN03099,2023-01-05,CUST029,Female,42,Groceries,2,771,1542,1542
TXN03100,2023-08-30,CUST029,Female,42,Groceries,5,161,805,805
TXN03101,2024-04-13,CUST029,Female,42,Clothing,1,238,238,238
TXN03102,2023-07-08,CUST029,Female,42,Clothing,1,947,947,947
TXN03103,2024-04-22,CUST029,Female,42,Groceries,4,362,1448,1448
TXN03104,2022-08-05,CUST029,Female,42,Clothing,5,691,3455,3455
TXN03105,2022-07-20,CUST029,Female,42,Clothing,1,133,133,133
TXN03106,2022-02-09,CUST029,Female,42,Beauty,2,471,942,942
TXN03107,2022-02-11,CUST029,Female,42,Clothing,1,709,709,709
TXN03108,2022-03-06,CUST029,Female,42,Electronics,1,388,388,388
TXN03109,2022-01-24,CUST029,Female,42,Clothing,5,830,4150,4150
TXN03110,2022-08-17,CUST029,Female,42,Electronics,4,71,284,284
TXN03111,2022-11-03,CUST029,Female,42,Groceries,4,12,48,48
TXN03112,2023-08-08,CUST029,Female,42,Electronics,5,953,4765,4765
TXN03113,2022-02-03,CUST029,Female,42,Electronics,1,127,127,127
TXN03114,2023-06-09,CUST029,Female,42,Sports,1,327,327,327
TXN03115,2022-03-30,CUST029,Female,42,Sports,5,946,4730,4730
TXN03116,2023-06-06,CUST029,Female,42,Groceries,4,749,2996,2996
TXN03117,2023-10-29,CUST029,Female,42,Beauty,4,386,1544,1544
TXN03118,2024-04-14,CUST029,Female,42,Sports,4,327,1308,1308
TXN03119,2024-03-14,CUST029,Female,42,Sports,1,595,595,595
TXN03120,2023-01-05,CUST029,Female,42,Electronics,3,378,1134,1134
TXN03121,2024-01-09,CUST029,Female,42,Sports,3,391,1173,1173
TXN03122,2023-05-04,CUST029,Female,42,Sports,4,959,3836,3836
TXN03123,2022-10-15,CUST029,Female,42,Electronics,1,406,406,406
TXN03124,2022-10-18,CUST029,Female,42,Clothing,3,633,1899,1899
TXN03125,2023-09-13,CUST029,Female,42,Beauty,3,847,2541,2541
TXN03126,2022-07-15,CUST029,Female,42,Groceries,4,711,2844,2844
TXN03127,2023-11-25,CUST029,Female,42,Clothing,1,726,726,726
TXN03128,2022-01-11,CUST029,Female,42,Groceries,3,668,2004,2004
TXN03129,2022-12-28,CUST029,Female,42,Beauty,4,740,2960,2960
TXN03130,2023-10-25,CUST029,Female,42,Beauty,3,12,36,36
TXN03131,2023-02-28,CUST029,Female,42,Beauty,3,947,2841,2841
TXN03132,2023-10-29,CUST029,Female,42,Clothing,4,916,3664,3664
TXN03133,2022-01-13,CUST029,Female,42,Clothing,5,245,1225,1225
TXN03134,2023-02-09,CUST029,Female,42,Beauty,3,568,1704,1704
TXN03135,2022-04-20,CUST029,Female,42,Clothing,2,168,336,336
TXN03136,2022-12-13,CUST029,Female,42,Groceries,5,798,3990,3990
TXN03137,2022-04-21,CUST029,Female,42,Beauty,4,645,2580,2580
TXN03138,2022-04-25,CUST029,Female,42,Beauty,4,934,3736,3736
TXN03139,2023-06-23,CUST029,Female,42,Clothing,2,221,442,442
TXN03140,2022-08-03,CUST029,Female,42,Electronics,1,369,369,369
TXN03141,2024-02-17,CUST029,Female,42,Clothing,5,24,120,120
TXN03142,2023-11-19,CUST029,Female,42,Beauty,1,137,137,137
TXN03143,2023-06-10,CUST029,Female,42,Electronics,5,334,1670,1670
TXN03144,2023-01-26,CUST029,Female,42,Beauty,2,931,1862,1862
TXN03145,2023-07-14,CUST029,Female,42,Clothing,5,577,2885,2885
TXN03146,2024-04-27,CUST029,Female,42,Sports,1,632,632,632
TXN03147,2024-01-22,CUST029,Female,42,Sports,5,493,2465,2465
TXN03148,2022-02-05,CUST029,Female,42,Beauty,1,57,57,57
TXN03149,2023-07-22,CUST029,Female,42,Groceries,5,471,2355,2355
TXN03150,2024-01-19,CUST029,Female,42,Clothing,2,264,528,528
TXN03151,2022-10-04,CUST029,Female,42,Clothing,5,183,915,915
TXN03152,2024-01-12,CUST029,Female,42,Beauty,1,78,78,78
TXN03153,2023-07-02,CUST029,Female,42,Electronics,3,313,939,939
TXN03154,2023-08-07,CUST029,Female,42,Clothing,1,168,168,168
TXN03155,2022-10-09,CUST029,Female,42,Electronics,5,711,3555,3555
TXN03156,2022-09-20,CUST029,Female,42,Beauty,2,405,810,810
TXN03157,2022-10-21,CUST029,Female,42,Clothing,3,589,1767,1767
TXN03158,2022-06-29,CUST029,Female,42,Clothing,3,522,1566,1566
TXN03159,2022-12-03,CUST029,Female,42,Beauty,5,244,1220,1220
TXN03160,2023-10-20,CUST029,Female,42,Beauty,3,950,2850,2850
TXN03161,2022-01-05,CUST029,Female,42,Clothing,3,863,2589,2589
TXN03162,2023-08-16,CUST029,Female,42,Electronics,2,908,1816,1816
TXN03163,2023-02-26,CUST029,Female,42,Electronics,3,272,816,816
TXN03164,2023-10-02,CUST029,Female,42,Groceries,1,564,564,564
TXN03165,2024-05-13,CUST029,Female,42,Clothing,1,750,750,750
TXN03166,2022-03-11,CUST029,Female,42,Groceries,4,126,504,504
TXN03167,2023-03-19,CUST029,Female,42,Beauty,3,653,1959,1959
TXN03168,2022-08-06,CUST029,Female,42,Beauty,1,146,146,146
TXN03169,2022-05-09,CUST029,Female,42,Beauty,3,484,1452,1452
TXN03170,2022-02-20,CUST029,Female,42,Clothing,1,190,190,190
TXN03171,2023-07-21,CUST029,Female,42,Clothing,3,227,681,681
TXN03172,2023-03-18,CUST029,Female,42,Electronics,1,867,867,867
TXN03173,2023-10-24,CUST029,Female,42,Groceries,1,965,965,965
TXN03174,2023-12-24,CUST029,Female,42,Electronics,2,954,1908,1908
TXN03175,2023-06-20,CUST029,Female,42,Beauty,1,815,815,815
TXN03176,2024-05-28,CUST029,Female,42,Groceries,4,69,276,276
TXN03177,2022-04-16,CUST029,Female,42,Clothing,2,919,1838,1838
TXN03178,2022-02-11,CUST029,Female,42,Groceries,4,697,2788,2788
TXN03179,2022-10-09,CUST029,Female,42,Electronics,5,213,1065,1065
TXN03180,2022-07-29,CUST029,Female,42,Beauty,4,52,208,208
TXN03181,2022-04-25,CUST029,Female,42,Electronics,5,877,4385,4385
TXN03182,2024-04-12,CUST029,Female,42,Groceries,3,658,1974,1974
TXN03183,2023-12-13,CUST029,Female,42,Beauty,2,80,160,160
TXN03184,2022-08-01,CUST029,Female,42,Clothing,3,502,1506,1506
TXN03185,2023-08-22,CUST029,Female,42,Sports,5,775,3875,3875
TXN03186,2022-12-25,CUST029,Female,42,Groceries,1,612,612,612
TXN03187,2024-05-30,CUST029,Female,42,Electronics,1,647,647,647
TXN03188,2023-12-24,CUST029,Female,42,Groceries,4,97,388,388
TXN03189,2023-12-04,CUST029,Female,42,Clothing,2,780,1560,1560
TXN03190,2023-04-15,CUST029,Female,42,Electronics,1,936,936,936
TXN03191,2024-05-04,CUST029,Female,42,Electronics,1,926,926,926
TXN03192,2022-01-20,CUST029,Female,42,Beauty,4,354,1416,1416
TXN03193,2023-06-25,CUST029,Female,42,Electronics,1,570,570,570
TXN03194,2022-01-16,CUST029,Female,42,Groceries,5,278,1390,1390
TXN03195,2023-04-27,CUST029,Female,42,Sports,5,848,4240,4240
TXN03196,2022-11-12,CUST029,Female,42,Sports,1,278,278,278
TXN03197,2024-04-05,CUST029,Female,42,Beauty,3,734,2202,2202
TXN03198,2023-03-20,CUST029,Female,42,Clothing,4,939,3756,3756
TXN03199,2023-07-20,CUST029,Female,42,Beauty,3,66,198,198
TXN03200,2024-03-15,CUST029,Female,42,Clothing,1,377,377,377
TXN03201,2024-03-26,CUST029,Female,42,Electronics,4,313,1252,1252
TXN03202,2022-10-06,CUST029,Female,42,Clothing,2,712,1424,1424
TXN03203,2023-09-09,CUST029,Female,42,Electronics,4,22,88,88
TXN03204,2022-06-29,CUST029,Female,42,Clothing,2,763,1526,1526
TXN03205,2022-08-02,CUST029,Female,42,Beauty,1,813,813,813
TXN03206,2022-03-01,CUST029,Female,42,Beauty,3,129,387,387
TXN03207,2024-01-01,CUST029,Female,42,Beauty,2,418,836,836
TXN03208,2024-01-16,CUST029,Female,42,Clothing,1,298,298,298
TXN03209,2022-05-12,CUST029,Female,42,Clothing,2,414,828,828
TXN03210,2023-06-05,CUST029,Female,42,Beauty,4,867,3468,3468
TXN03211,2023-05-24,CUST029,Female,42,Sports,3,310,930,930
TXN03212,2023-08-07,CUST029,Female,42,Clothing,5,544,2720,2720
TXN03213,2022-04-17,CUST029,Female,42,Clothing,1,512,512,512
TXN03214,2022-03-06,CUST029,Female,42,Clothing,5,729,3645,3645
TXN03215,2022-06-24,CUST029,Female,42,Electronics,1,347,347,347
TXN03216,2022-11-25,CUST029,Female,42,Electronics,3,161,483,483
TXN03217,2022-12-09,CUST029,Female,42,Beauty,5,825,4125,4125
TXN03218,2022-01-16,CUST029,Female,42,Electronics,1,759,759,759
TXN03219,2024-02-27,CUST029,Female,42,Groceries,5,305,1525,1525
TXN03220,2024-02-05,CUST029,Female,42,Electronics,5,310,1550,1550
TXN03221,2023-01-21,CUST029,Female,42,Clothing,5,442,2210,2210
TXN03222,2023-11-11,CUST029,Female,42,Clothing,3,304,912,912
TXN03223,2024-01-22,CUST029,Female,42,Beauty,5,772,3860,3860
TXN03224,2022-10-21,CUST029,Female,42,Clothing,4,218,872,872
TXN03225,2024-05-18,CUST029,Female,42,Clothing,2,586,1172,1172
TXN03226,2022-02-17,CUST030,Female,39,Sports,4,808,3232,3232
TXN03227,2023-03-21,CUST030,Female,39,Beauty,2,904,1808,1808
TXN03228,2022-10-31,CUST030,Female,39,Clothing,3,605,1815,1815
TXN03229,2023-09-20,CUST030,Female,39,Clothing,2,474,948,948
TXN03230,2022-12-25,CUST030,Female,39,Groceries,2,790,1580,1580
TXN03231,2023-08-12,CUST030,Female,39,Clothing,3,62,186,186
TXN03232,2022-12-23,CUST031,Male,44,Electronics,4,565,2260,2260
TXN03233,2022-02-27,CUST032,Male,30,Groceries,1,578,578,578
TXN03234,2022-03-16,CUST033,Female,50,Clothing,4,502,2008,2008
TXN03235,2023-08-13,CUST033,Female,50,Groceries,1,380,380,380
TXN03236,2022-06-13,CUST033,Female,50,Groceries,1,313,313,313
TXN03237,2022-07-07,CUST033,Female,50,Electronics,4,693,2772,2772
TXN03238,2023-04-19,CUST033,Female,50,Clothing,5,224,1120,1120
TXN03239,2022-02-16,CUST033,Female,50,Sports,2,853,1706,1706
TXN03240,2024-03-08,CUST033,Female,50,Clothing,1,972,972,972
TXN03241,2023-03-02,CUST033,Female,50,Beauty,2,526,1052,1052
TXN03242,2023-03-10,CUST033,Female,50,Groceries,4,103,412,412
TXN03243,2023-06-04,CUST033,Female,50,Beauty,5,323,1615,1615
TXN03244,2024-05-11,CUST033,Female,50,Clothing,1,168,168,168
TXN03245,2023-02-14,CUST033,Female,50,Electronics,3,757,2271,2271
TXN03246,2023-11-30,CUST033,Female,50,Clothing,2,365,730,730
TXN03247,2024-02-09,CUST033,Female,50,Electronics,2,906,1812,1812
TXN03248,2023-10-24,CUST033,Female,50,Clothing,1,693,693,693
TXN03249,2022-10-13,CUST033,Female,50,Electronics,2,155,310,310
