Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_Per_Unit,Total_Amount
TXN0391,2022-08-19,CUST068,Male,25,Sports,5,173,865
TXN0392,2022-03-08,CUST864,Female,51,Electronics,1,707,707
TXN0393,2023-04-01,CUST195,Male,52,Home_Decor,5,116,580
TXN0394,2022-03-16,CUST794,Female,60,Home_Decor,4,98,392
TXN0395,2023-09-09,CUST852,Female,41,Clothing_Women,3,33,99
TXN0396,2022-12-13,CUST776,Male,35,Home_Decor,5,99,495
TXN0397,2022-02-05,CUST471,Male,32,Clothing_Men,5,47,235
TXN0398,2023-11-20,CUST318,Male,61,Books,1,40,40
TXN0399,2024-01-17,CUST991,Female,34,Sports,1,152,152
TXN0400,2024-04-22,CUST607,Male,54,Books,4,11,44
TXN0401,2023-03-19,CUST461,Female,18,Beauty,1,15,15
TXN0402,2023-11-21,CUST922,Male,41,Sports,5,54,270
TXN0403,2022-01-04,CUST720,Female,56,Books,5,41,205
TXN0404,2024-04-07,CUST343,Male,21,Clothing_Women,2,33,66
TXN0405,2023-10-27,CUST515,Female,49,Home_Decor,1,63,63
TXN0406,2022-12-08,CUST075,Male,61,Clothing_Men,1,45,45
TXN0407,2024-03-24,CUST678,Female,60,Home_Decor,2,41,82
TXN0408,2022-05-28,CUST928,Female,35,Home_Decor,3,54,162
TXN0409,2023-10-26,CUST517,Female,47,Books,4,24,96
TXN0410,2024-01-22,CUST453,Female,26,Electronics,5,652,3260
TXN0411,2022-05-12,CUST917,Female,57,Books,2,34,68
TXN0412,2023-02-01,CUST041,Male,34,Electronics,1,133,133
TXN0413,2022-10-11,CUST598,Male,37,Books,1,45,45
TXN0414,2023-02-22,CUST985,Female,19,Kitchen_Utensils,4,25,100
TXN0415,2022-01-06,CUST445,Female,53,Home_Decor,4,56,224
TXN0416,2023-11-06,CUST349,Female,57,Clothing_Women,5,29,145
TXN0417,2024-04-05,CUST631,Male,56,Electronics,3,186,558
TXN0418,2024-03-22,CUST909,Male,26,Sports,1,108,108
TXN0419,2022-04-14,CUST464,Male,38,Clothing_Men,4,56,224
TXN0420,2022-06-19,CUST363,Male,64,Beauty,2,40,80
TXN0421,2022-10-12,CUST344,Female,42,Books,5,22,110
TXN0422,2023-08-11,CUST842,Female,47,Clothing_Men,5,61,305
TXN0423,2023-10-13,CUST119,Female,60,Clothing_Women,5,73,365
TXN0424,2023-11-26,CUST258,Female,37,Beauty,2,69,138
TXN0425,2022-12-31,CUST234,Female,62,Clothing_Women,4,25,100
TXN0426,2023-04-24,CUST189,Male,63,Clothing_Men,2,91,182
TXN0427,2022-08-24,CUST507,Female,37,Kitchen_Utensils,5,29,145
TXN0428,2022-10-06,CUST279,Male,50,Home_Decor,4,41,164
TXN0429,2022-05-26,CUST488,Female,51,Home_Decor,1,28,28
TXN0430,2024-01-22,CUST642,Female,54,Home_Decor,1,117,117
TXN0431,2023-06-01,CUST103,Female,59,Electronics,3,644,1932
TXN0432,2023-06-27,CUST416,Male,53,Home_Decor,2,61,122
TXN0433,2022-02-06,CUST729,Male,29,Sports,2,56,112
TXN0434,2023-02-15,CUST834,Female,56,Books,3,13,39
TXN0435,2022-03-17,CUST225,Female,57,Beauty,4,66,264
TXN0436,2022-03-21,CUST321,Female,26,Beauty,5,22,110
TXN0437,2022-02-27,CUST295,Female,27,Kitchen_Utensils,3,71,213
TXN0438,2023-09-24,CUST210,Male,37,Clothing_Women,1,97,97
TXN0439,2022-02-20,CUST181,Male,19,Sports,3,45,135
TXN0440,2022-09-08,CUST247,Male,41,Clothing_Men,2,20,40
TXN0441,2024-05-08,CUST068,Male,25,Electronics,5,628,3140
TXN0442,2022-06-30,CUST864,Female,51,Kitchen_Utensils,4,15,60
TXN0443,2023-12-06,CUST195,Male,52,Sports,4,124,496
TXN0444,2024-01-17,CUST794,Female,60,Sports,4,93,372
TXN0445,2024-03-27,CUST852,Female,41,Clothing_Women,5,39,195
TXN0446,2023-11-18,CUST776,Male,35,Electronics,2,466,932
TXN0447,2023-05-08,CUST471,Male,32,Sports,4,178,712
TXN0448,2023-02-21,CUST318,Male,61,Clothing_Men,4,62,248
TXN0449,2022-11-03,CUST991,Female,34,Clothing_Women,1,51,51
TXN0450,2022-03-04,CUST607,Male,54,Home_Decor,1,70,70
TXN0451,2022-01-29,CUST461,Female,18,Electronics,1,925,925
TXN0452,2023-01-02,CUST922,Male,41,Books,3,40,120
TXN0453,2022-09-08,CUST720,Female,56,Clothing_Women,3,31,93
TXN0454,2023-11-09,CUST343,Male,21,Kitchen_Utensils,5,47,235
TXN0455,2023-09-02,CUST515,Female,49,Books,4,17,68
TXN0456,2023-06-22,CUST075,Male,61,Home_Decor,2,49,98
TXN0457,2023-06-26,CUST678,Female,60,Sports,1,58,58
TXN0458,2022-01-16,CUST928,Female,35,Home_Decor,1,51,51
TXN0459,2023-10-26,CUST517,Female,47,Beauty,3,46,138
TXN0460,2023-06-21,CUST453,Female,26,Home_Decor,1,20,20
TXN0461,2023-09-19,CUST917,Female,57,Home_Decor,1,118,118
TXN0462,2023-01-31,CUST041,Male,34,Home_Decor,2,115,230
TXN0463,2022-06-23,CUST598,Male,37,Books,1,18,18
TXN0464,2023-06-27,CUST985,Female,19,Sports,2,154,308
TXN0465,2023-09-18,CUST445,Female,53,Books,2,25,50
TXN0466,2023-04-19,CUST349,Female,57,Sports,1,105,105
TXN0467,2023-05-30,CUST631,Male,56,Kitchen_Utensils,1,30,30
TXN0468,2023-02-20,CUST909,Male,26,Beauty,2,45,90
TXN0469,2023-02-22,CUST464,Male,38,Clothing_Men,3,34,102
TXN0470,2022-04-20,CUST363,Male,64,Kitchen_Utensils,4,60,240
TXN0471,2024-03-04,CUST344,Female,42,Beauty,2,20,40
TXN0472,2023-12-27,CUST842,Female,47,Kitchen_Utensils,2,53,106
TXN0473,2023-12-27,CUST119,Female,60,Kitchen_Utensils,2,82,164
TXN0474,2022-10-14,CUST258,Female,37,Books,5,27,135
TXN0475,2022-06-23,CUST234,Female,62,Home_Decor,3,101,303
TXN0476,2022-08-07,CUST189,Male,63,Home_Decor,4,102,408
TXN0477,2024-03-04,CUST507,Female,37,Clothing_Women,1,63,63
TXN0478,2024-03-03,CUST279,Male,50,Clothing_Men,4,34,136
TXN0479,2024-04-26,CUST488,Female,51,Sports,5,170,850
TXN0480,2023-12-25,CUST642,Female,54,Home_Decor,5,41,205
TXN0481,2023-01-15,CUST103,Female,59,Books,1,45,45
TXN0482,2024-05-30,CUST416,Male,53,Kitchen_Utensils,5,46,230
TXN0483,2022-05-21,CUST729,Male,29,Clothing_Women,2,82,164
TXN0484,2023-05-02,CUST834,Female,56,Clothing_Women,5,46,230
TXN0485,2022-09-25,CUST225,Female,57,Clothing_Women,1,61,61
TXN0486,2023-10-18,CUST321,Female,26,Home_Decor,2,45,90
TXN0487,2023-01-29,CUST295,Female,27,Clothing_Women,4,24,96
TXN0488,2024-06-15,CUST210,Male,37,Kitchen_Utensils,3,32,96
TXN0489,2022-07-13,CUST181,Male,19,Sports,5,47,235
TXN0490,2023-03-03,CUST247,Male,41,Clothing_Men,2,31,62
TXN0491,2022-05-01,CUST068,Male,25,Books,4,32,128
TXN0492,2022-10-15,CUST864,Female,51,Home_Decor,3,104,312
TXN0493,2023-01-11,CUST195,Male,52,Beauty,2,25,50
TXN0494,2022-08-29,CUST794,Female,60,Beauty,4,31,124
TXN0495,2023-03-27,CUST852,Female,41,Home_Decor,3,90,270
TXN0496,2024-05-09,CUST776,Male,35,Books,1,15,15
TXN0497,2022-03-25,CUST471,Male,32,Sports,4,148,592
TXN0498,2022-11-27,CUST318,Male,61,Electronics,1,150,150
TXN0499,2023-06-18,CUST991,Female,34,Sports,1,165,165
TXN0500,2023-04-15,CUST607,Male,54,Home_Decor,5,55,275
TXN0501,2023-06-16,CUST461,Female,18,Home_Decor,5,49,245
TXN0502,2024-06-13,CUST922,Male,41,Electronics,2,926,1852
TXN0503,2023-12-18,CUST720,Female,56,Home_Decor,3,70,210
TXN0504,2024-04-08,CUST343,Male,21,Electronics,4,783,3132
TXN0505,2024-01-30,CUST515,Female,49,Beauty,1,42,42
TXN0506,2024-03-17,CUST075,Male,61,Electronics,2,647,1294
TXN0507,2022-05-11,CUST678,Female,60,Kitchen_Utensils,3,84,252
TXN0508,2022-03-27,CUST928,Female,35,Beauty,1,67,67
TXN0509,2022-01-12,CUST517,Female,47,Beauty,1,58,58
TXN0510,2023-12-07,CUST453,Female,26,Kitchen_Utensils,4,38,152
TXN0511,2023-09-17,CUST917,Female,57,Home_Decor,1,26,26
TXN0512,2022-10-09,CUST041,Male,34,Clothing_Men,5,38,190
TXN0513,2022-11-03,CUST598,Male,37,Kitchen_Utensils,1,17,17
TXN0514,2022-01-19,CUST985,Female,19,Beauty,3,39,117
TXN0515,2023-12-15,CUST445,Female,53,Home_Decor,2,24,48
TXN0516,2023-02-20,CUST349,Female,57,Kitchen_Utensils,2,43,86
TXN0517,2023-02-25,CUST631,Male,56,Clothing_Men,1,75,75
TXN0518,2022-05-12,CUST909,Male,26,Books,5,25,125
TXN0519,2024-01-04,CUST464,Male,38,Home_Decor,4,69,276
TXN0520,2023-05-04,CUST363,Male,64,Clothing_Men,5,95,475
TXN0521,2024-05-06,CUST344,Female,42,Kitchen_Utensils,2,82,164
TXN0522,2022-04-13,CUST842,Female,47,Books,4,40,160
TXN0523,2022-06-14,CUST119,Female,60,Beauty,1,56,56
TXN0524,2023-04-18,CUST258,Female,37,Books,5,16,80
TXN0525,2022-05-08,CUST234,Female,62,Books,3,29,87
TXN0526,2023-12-26,CUST189,Male,63,Electronics,1,867,867
TXN0527,2023-03-29,CUST507,Female,37,Clothing_Women,5,93,465
TXN0528,2022-02-03,CUST279,Male,50,Electronics,2,555,1110
TXN0529,2024-04-12,CUST488,Female,51,Clothing_Women,5,98,490
TXN0530,2022-07-28,CUST642,Female,54,Kitchen_Utensils,4,84,336
TXN0531,2022-07-27,CUST103,Female,59,Kitchen_Utensils,5,75,375
TXN0532,2024-04-04,CUST416,Male,53,Kitchen_Utensils,5,63,315
TXN0533,2022-08-25,CUST729,Male,29,Sports,1,82,82
TXN0534,2023-02-01,CUST834,Female,56,Sports,2,111,222
TXN0535,2023-12-24,CUST225,Female,57,Beauty,4,62,248
TXN0536,2023-08-19,CUST321,Female,26,Kitchen_Utensils,2,20,40
TXN0537,2024-03-09,CUST295,Female,27,Kitchen_Utensils,3,59,177
TXN0538,2022-06-08,CUST210,Male,37,Sports,3,42,126
TXN0539,2022-08-29,CUST181,Male,19,Books,3,25,75
TXN0540,2022-07-10,CUST247,Male,41,Electronics,5,293,1465
TXN0541,2023-03-12,CUST068,Male,25,Clothing_Men,4,82,328
TXN0542,2024-05-20,CUST864,Female,51,Home_Decor,2,64,128
TXN0543,2023-07-22,CUST195,Male,52,Electronics,1,699,699
TXN0544,2023-12-10,CUST794,Female,60,Books,4,24,96
TXN0545,2024-02-15,CUST852,Female,41,Beauty,3,40,120
TXN0546,2024-01-03,CUST776,Male,35,Home_Decor,2,115,230
TXN0547,2022-08-18,CUST471,Male,32,Books,5,45,225
TXN0548,2023-01-31,CUST318,Male,61,Clothing_Men,4,73,292
TXN0549,2022-10-22,CUST991,Female,34,Clothing_Women,3,98,294
TXN0550,2023-09-07,CUST607,Male,54,Electronics,3,167,501
TXN0551,2022-02-22,CUST461,Female,18,Clothing_Men,5,71,355
TXN0552,2022-04-14,CUST922,Male,41,Clothing_Women,1,42,42
TXN0553,2022-07-08,CUST720,Female,56,Electronics,1,960,960
TXN0554,2022-12-07,CUST343,Male,21,Electronics,5,925,4625
TXN0555,2024-03-04,CUST515,Female,49,Home_Decor,5,40,200
TXN0556,2023-08-01,CUST075,Male,61,Beauty,5,16,80
TXN0557,2023-09-04,CUST678,Female,60,Kitchen_Utensils,1,23,23
TXN0558,2024-05-08,CUST928,Female,35,Clothing_Women,1,84,84
TXN0559,2022-03-03,CUST517,Female,47,Books,3,16,48
TXN0560,2024-04-15,CUST453,Female,26,Kitchen_Utensils,3,29,87
TXN0561,2023-11-16,CUST917,Female,57,Clothing_Men,5,60,300
TXN0562,2023-05-21,CUST041,Male,34,Beauty,3,13,39
TXN0563,2023-03-24,CUST598,Male,37,Sports,4,115,460
TXN0564,2024-05-11,CUST985,Female,19,Home_Decor,1,31,31
TXN0565,2024-01-03,CUST445,Female,53,Books,5,33,165
TXN0566,2022-12-01,CUST349,Female,57,Books,3,31,93
TXN0567,2022-09-17,CUST631,Male,56,Beauty,2,41,82
TXN0568,2022-12-29,CUST909,Male,26,Electronics,4,252,1008
TXN0569,2023-01-04,CUST464,Male,38,Electronics,1,434,434
TXN0570,2023-02-17,CUST363,Male,64,Books,2,10,20
TXN0571,2022-06-26,CUST344,Female,42,Electronics,3,242,726
TXN0572,2022-10-28,CUST842,Female,47,Kitchen_Utensils,1,35,35
TXN0573,2022-10-22,CUST119,Female,60,Beauty,2,27,54
TXN0574,2023-02-04,CUST258,Female,37,Clothing_Women,3,90,270
TXN0575,2023-06-30,CUST234,Female,62,Clothing_Women,3,31,93
TXN0576,2022-04-11,CUST189,Male,63,Electronics,5,764,3820
TXN0577,2022-09-03,CUST507,Female,37,Kitchen_Utensils,1,35,35
TXN0578,2023-07-18,CUST279,Male,50,Sports,4,49,196
TXN0579,2023-03-21,CUST488,Female,51,Kitchen_Utensils,5,58,290
TXN0580,2023-08-31,CUST642,Female,54,Clothing_Men,4,71,284
TXN0581,2022-02-11,CUST103,Female,59,Clothing_Women,4,61,244
TXN0582,2022-08-23,CUST416,Male,53,Books,1,30,30
TXN0583,2022-04-05,CUST729,Male,29,Clothing_Men,3,48,144
TXN0584,2022-06-12,CUST834,Female,56,Clothing_Men,5,77,385
TXN0585,2022-10-24,CUST225,Female,57,Clothing_Women,3,69,207
TXN0586,2024-04-08,CUST321,Female,26,Kitchen_Utensils,3,80,240
TXN0587,2022-06-23,CUST295,Female,27,Sports,2,50,100
TXN0588,2022-03-19,CUST210,Male,37,Kitchen_Utensils,4,44,176
TXN0589,2024-05-24,CUST181,Male,19,Home_Decor,2,113,226
TXN0590,2024-04-08,CUST247,Male,41,Sports,3,86,258
TXN0591,2022-06-29,CUST068,Male,25,Sports,1,157,157
TXN0592,2024-06-14,CUST864,Female,51,Home_Decor,1,102,102
TXN0593,2022-09-30,CUST195,Male,52,Home_Decor,4,69,276
TXN0594,2023-09-24,CUST794,Female,60,Clothing_Women,4,32,128
TXN0595,2023-04-10,CUST852,Female,41,Kitchen_Utensils,2,80,160
TXN0596,2022-10-19,CUST776,Male,35,Electronics,3,525,1575
TXN0597,2022-11-16,CUST471,Male,32,Electronics,3,202,606
TXN0598,2023-05-01,CUST318,Male,61,Electronics,1,352,352
TXN0599,2024-02-08,CUST991,Female,34,Clothing_Women,3,56,168
TXN0600,2023-08-12,CUST607,Male,54,Clothing_Men,2,57,114
TXN0601,2022-11-11,CUST461,Female,18,Books,3,18,54
TXN0602,2024-01-24,CUST922,Male,41,Electronics,5,997,4985
TXN0603,2023-01-01,CUST720,Female,56,Kitchen_Utensils,2,16,32
TXN0604,2022-12-08,CUST343,Male,21,Kitchen_Utensils,1,30,30
TXN0605,2022-08-26,CUST515,Female,49,Sports,4,39,156
TXN0606,2022-01-03,CUST075,Male,61,Electronics,4,183,732
TXN0607,2024-01-16,CUST678,Female,60,Clothing_Women,1,56,56
TXN0608,2023-06-24,CUST928,Female,35,Beauty,2,39,78
TXN0609,2024-02-29,CUST517,Female,47,Electronics,3,455,1365
TXN0610,2023-12-06,CUST453,Female,26,Books,3,20,60
TXN0611,2022-08-27,CUST917,Female,57,Home_Decor,4,36,144
TXN0612,2022-07-19,CUST041,Male,34,Clothing_Men,5,43,215
TXN0613,2023-12-10,CUST598,Male,37,Home_Decor,1,34,34
TXN0614,2024-04-24,CUST985,Female,19,Clothing_Women,2,81,162
TXN0615,2023-09-26,CUST445,Female,53,Clothing_Women,2,48,96
TXN0616,2023-07-11,CUST349,Female,57,Books,1,13,13
TXN0617,2023-03-28,CUST631,Male,56,Clothing_Men,5,64,320
TXN0618,2022-08-24,CUST909,Male,26,Clothing_Men,1,85,85
TXN0619,2024-04-28,CUST464,Male,38,Clothing_Women,1,67,67
TXN0620,2023-01-19,CUST363,Male,64,Books,5,22,110
TXN0621,2022-11-11,CUST344,Female,42,Sports,1,77,77
TXN0622,2023-11-15,CUST842,Female,47,Clothing_Men,2,21,42
TXN0623,2022-11-17,CUST119,Female,60,Clothing_Women,5,42,210
TXN0624,2024-04-18,CUST258,Female,37,Books,1,41,41
TXN0625,2022-06-01,CUST234,Female,62,Clothing_Women,4,28,112
TXN0626,2024-02-06,CUST189,Male,63,Clothing_Men,3,87,261
TXN0627,2024-01-05,CUST507,Female,37,Electronics,3,746,2238
TXN0628,2022-02-07,CUST279,Male,50,Clothing_Men,4,20,80
TXN0629,2022-09-08,CUST488,Female,51,Electronics,5,235,1175
TXN0630,2022-10-30,CUST642,Female,54,Kitchen_Utensils,3,34,102
TXN0631,2022-11-22,CUST103,Female,59,Sports,1,108,108
TXN0632,2022-06-11,CUST416,Male,53,Sports,3,177,531
TXN0633,2022-03-17,CUST729,Male,29,Books,5,44,220
TXN0634,2022-11-22,CUST834,Female,56,Home_Decor,3,59,177
TXN0635,2023-11-27,CUST225,Female,57,Kitchen_Utensils,4,47,188
TXN0636,2023-11-05,CUST321,Female,26,Books,1,14,14
TXN0637,2024-05-31,CUST295,Female,27,Kitchen_Utensils,1,27,27
TXN0638,2023-04-26,CUST210,Male,37,Electronics,4,228,912
TXN0639,2023-10-25,CUST181,Male,19,Kitchen_Utensils,4,45,180
TXN0640,2024-06-17,CUST247,Male,41,Sports,4,156,624
TXN0641,2022-06-28,CUST068,Male,25,Home_Decor,2,105,210
TXN0642,2022-08-17,CUST864,Female,51,Home_Decor,1,21,21
TXN0643,2022-12-20,CUST195,Male,52,Sports,1,52,52
TXN0644,2024-03-19,CUST794,Female,60,Sports,3,113,339
TXN0645,2024-02-17,CUST852,Female,41,Clothing_Women,5,89,445
TXN0646,2024-01-21,CUST776,Male,35,Books,5,15,75
TXN0647,2023-07-26,CUST471,Male,32,Clothing_Men,2,22,44
TXN0648,2024-03-28,CUST318,Male,61,Sports,5,145,725
TXN0649,2022-12-14,CUST991,Female,34,Kitchen_Utensils,4,75,300
TXN0650,2022-05-15,CUST607,Male,54,Clothing_Men,1,97,97
TXN0651,2023-07-21,CUST461,Female,18,Clothing_Women,2,85,170
TXN0652,2023-03-03,CUST922,Male,41,Kitchen_Utensils,2,19,38
TXN0653,2022-04-02,CUST720,Female,56,Home_Decor,2,74,148
TXN0654,2022-08-01,CUST343,Male,21,Electronics,4,246,984
TXN0655,2022-12-01,CUST515,Female,49,Beauty,5,43,215
TXN0656,2023-12-04,CUST075,Male,61,Sports,5,150,750
TXN0657,2023-02-11,CUST678,Female,60,Home_Decor,5,85,425
TXN0658,2023-05-03,CUST928,Female,35,Clothing_Women,2,55,110
TXN0659,2024-05-31,CUST517,Female,47,Beauty,2,54,108
TXN0660,2023-03-31,CUST453,Female,26,Beauty,2,54,108
TXN0661,2022-11-28,CUST917,Female,57,Clothing_Women,3,84,252
TXN0662,2024-04-01,CUST041,Male,34,Clothing_Men,3,43,129
TXN0663,2022-04-19,CUST598,Male,37,Sports,2,72,144
TXN0664,2023-06-28,CUST985,Female,19,Clothing_Women,1,73,73
TXN0665,2024-06-05,CUST445,Female,53,Beauty,1,64,64
TXN0666,2024-05-06,CUST349,Female,57,Clothing_Men,1,57,57
TXN0667,2022-04-25,CUST631,Male,56,Clothing_Men,1,28,28
TXN0668,2022-05-30,CUST909,Male,26,Sports,2,41,82
TXN0669,2022-04-14,CUST464,Male,38,Home_Decor,4,49,196
TXN0670,2024-01-04,CUST363,Male,64,Clothing_Men,3,58,174
TXN0671,2022-10-02,CUST344,Female,42,Home_Decor,3,22,66
TXN0672,2023-02-25,CUST842,Female,47,Kitchen_Utensils,2,21,42
TXN0673,2023-11-07,CUST119,Female,60,Kitchen_Utensils,4,68,272
TXN0674,2023-02-20,CUST258,Female,37,Electronics,2,712,1424
TXN0675,2022-07-22,CUST234,Female,62,Clothing_Men,2,42,84
TXN0676,2023-07-01,CUST189,Male,63,Clothing_Men,5,68,340
TXN0677,2023-05-21,CUST507,Female,37,Books,4,22,88
TXN0678,2022-12-14,CUST279,Male,50,Clothing_Women,3,83,249
TXN0679,2023-09-18,CUST488,Female,51,Beauty,2,47,94
TXN0680,2023-04-14,CUST642,Female,54,Clothing_Men,2,35,70
TXN0681,2023-03-25,CUST103,Female,59,Clothing_Women,4,89,356
TXN0682,2024-05-18,CUST416,Male,53,Clothing_Women,5,70,350
TXN0683,2023-12-22,CUST729,Male,29,Kitchen_Utensils,4,74,296
TXN0684,2023-07-08,CUST834,Female,56,Kitchen_Utensils,1,23,23
TXN0685,2023-05-29,CUST225,Female,57,Beauty,1,49,49
TXN0686,2022-06-13,CUST321,Female,26,Electronics,1,990,990
TXN0687,2022-10-02,CUST295,Female,27,Sports,1,105,105
TXN0688,2023-02-19,CUST210,Male,37,Electronics,1,447,447
TXN0689,2022-10-25,CUST181,Male,19,Electronics,4,918,3672
TXN0690,2024-04-15,CUST247,Male,41,Books,4,39,156
TXN0691,2022-03-05,CUST068,Male,25,Sports,4,61,244
TXN0692,2023-05-16,CUST864,Female,51,Kitchen_Utensils,2,82,164
TXN0693,2023-05-29,CUST195,Male,52,Clothing_Men,2,51,102
TXN0694,2023-01-10,CUST794,Female,60,Beauty,4,16,64
TXN0695,2023-02-28,CUST852,Female,41,Beauty,5,61,305
TXN0696,2023-10-22,CUST776,Male,35,Electronics,1,515,515
TXN0697,2022-03-06,CUST471,Male,32,Kitchen_Utensils,1,28,28
TXN0698,2022-04-17,CUST318,Male,61,Sports,3,81,243
TXN0699,2022-05-15,CUST991,Female,34,Beauty,1,54,54
TXN0700,2022-06-03,CUST607,Male,54,Electronics,1,417,417
TXN0701,2022-11-28,CUST461,Female,18,Clothing_Women,5,21,105
TXN0702,2024-02-15,CUST922,Male,41,Electronics,4,394,1576
TXN0703,2022-03-08,CUST720,Female,56,Home_Decor,3,69,207
TXN0704,2022-09-28,CUST343,Male,21,Electronics,1,907,907
TXN0705,2022-02-06,CUST515,Female,49,Clothing_Women,1,66,66
TXN0706,2022-04-29,CUST075,Male,61,Sports,2,32,64
TXN0707,2023-04-10,CUST678,Female,60,Clothing_Women,2,20,40
TXN0708,2022-07-27,CUST928,Female,35,Clothing_Women,4,97,388
TXN0709,2023-01-08,CUST517,Female,47,Beauty,1,36,36
TXN0710,2023-10-09,CUST453,Female,26,Beauty,5,55,275
TXN0711,2023-10-30,CUST917,Female,57,Clothing_Women,2,51,102
TXN0712,2023-09-15,CUST041,Male,34,Clothing_Women,1,73,73
TXN0713,2022-05-21,CUST598,Male,37,Electronics,2,704,1408
TXN0714,2024-06-09,CUST985,Female,19,Beauty,2,11,22
TXN0715,2022-10-06,CUST445,Female,53,Beauty,5,13,65
TXN0716,2022-12-30,CUST349,Female,57,Books,4,30,120
TXN0717,2022-01-20,CUST631,Male,56,Electronics,4,386,1544
TXN0718,2022-07-23,CUST909,Male,26,Clothing_Women,4,98,392
TXN0719,2022-03-04,CUST464,Male,38,Home_Decor,2,109,218
TXN0720,2022-07-13,CUST363,Male,64,Clothing_Women,5,58,290
TXN0721,2023-10-23,CUST344,Female,42,Kitchen_Utensils,5,65,325
TXN0722,2023-04-25,CUST842,Female,47,Clothing_Women,2,57,114
TXN0723,2022-05-28,CUST119,Female,60,Beauty,5,46,230
TXN0724,2023-08-08,CUST258,Female,37,Clothing_Women,2,45,90
TXN0725,2023-05-18,CUST234,Female,62,Beauty,3,19,57
TXN0726,2022-03-16,CUST189,Male,63,Electronics,4,207,828
TXN0727,2022-10-01,CUST507,Female,37,Beauty,3,69,207
TXN0728,2023-05-26,CUST279,Male,50,Electronics,4,343,1372
TXN0729,2024-01-27,CUST488,Female,51,Home_Decor,3,21,63
TXN0730,2022-10-27,CUST642,Female,54,Kitchen_Utensils,2,19,38
TXN0731,2022-07-23,CUST103,Female,59,Kitchen_Utensils,2,34,68
TXN0732,2024-03-04,CUST416,Male,53,Kitchen_Utensils,3,50,150
TXN0733,2022-07-25,CUST729,Male,29,Electronics,2,279,558
TXN0734,2023-10-31,CUST834,Female,56,Clothing_Women,2,95,190
TXN0735,2023-09-11,CUST225,Female,57,Clothing_Women,2,30,60
TXN0736,2023-12-29,CUST321,Female,26,Electronics,1,797,797
TXN0737,2023-08-01,CUST295,Female,27,Electronics,1,469,469
TXN0738,2024-05-22,CUST210,Male,37,Clothing_Men,3,87,261
TXN0739,2023-11-16,CUST181,Male,19,Clothing_Women,2,46,92
TXN0740,2022-01-28,CUST247,Male,41,Clothing_Women,5,92,460
TXN0741,2022-11-09,CUST068,Male,25,Home_Decor,3,73,219
TXN0742,2024-06-14,CUST864,Female,51,Books,2,10,20
TXN0743,2024-03-07,CUST195,Male,52,Electronics,5,715,3575
TXN0744,2024-02-01,CUST794,Female,60,Books,5,36,180
TXN0745,2023-02-14,CUST852,Female,41,Beauty,5,53,265
TXN0746,2022-02-06,CUST776,Male,35,Clothing_Men,3,65,195
TXN0747,2022-03-25,CUST471,Male,32,Home_Decor,1,78,78
TXN0748,2023-12-07,CUST318,Male,61,Sports,4,30,120
TXN0749,2022-07-04,CUST991,Female,34,Clothing_Women,5,49,245
TXN0750,2022-11-17,CUST607,Male,54,Beauty,2,64,128
TXN0751,2024-03-29,CUST461,Female,18,Sports,3,112,336
TXN0752,2024-03-18,CUST922,Male,41,Clothing_Women,5,83,415
TXN0753,2022-08-05,CUST720,Female,56,Books,2,40,80
TXN0754,2022-02-03,CUST343,Male,21,Electronics,3,444,1332
TXN0755,2023-02-09,CUST515,Female,49,Beauty,2,48,96
TXN0756,2022-06-16,CUST075,Male,61,Home_Decor,5,24,120
TXN0757,2023-04-17,CUST678,Female,60,Home_Decor,4,50,200
TXN0758,2022-01-11,CUST928,Female,35,Beauty,2,36,72
TXN0759,2023-04-17,CUST517,Female,47,Beauty,2,28,56
TXN0760,2022-08-25,CUST453,Female,26,Clothing_Men,3,45,135
TXN0761,2022-01-17,CUST917,Female,57,Clothing_Women,3,73,219
TXN0762,2023-03-18,CUST041,Male,34,Books,4,12,48
TXN0763,2023-01-16,CUST598,Male,37,Sports,1,171,171
TXN0764,2022-07-11,CUST985,Female,19,Kitchen_Utensils,2,38,76
TXN0765,2022-04-23,CUST445,Female,53,Beauty,5,58,290
TXN0766,2023-11-18,CUST349,Female,57,Books,2,14,28
TXN0767,2022-04-05,CUST631,Male,56,Beauty,2,52,104
TXN0768,2022-01-01,CUST909,Male,26,Clothing_Men,4,72,288
TXN0769,2023-01-05,CUST464,Male,38,Clothing_Men,2,53,106
TXN0770,2024-05-28,CUST363,Male,64,Kitchen_Utensils,1,51,51
TXN0771,2023-09-30,CUST344,Female,42,Clothing_Women,2,49,98
TXN0772,2022-12-03,CUST842,Female,47,Clothing_Women,5,87,435
TXN0773,2023-10-22,CUST119,Female,60,Kitchen_Utensils,2,33,66
TXN0774,2024-01-18,CUST258,Female,37,Kitchen_Utensils,4,16,64
TXN0775,2022-08-31,CUST234,Female,62,Home_Decor,1,28,28
TXN0776,2022-03-10,CUST189,Male,63,Books,5,30,150
TXN0777,2023-03-07,CUST507,Female,37,Books,3,13,39
TXN0778,2023-09-04,CUST279,Male,50,Home_Decor,4,53,212
TXN0779,2023-05-30,CUST488,Female,51,Kitchen_Utensils,3,28,84
TXN0780,2024-06-04,CUST642,Female,54,Books,5,15,75
TXN0781,2023-04-12,CUST103,Female,59,Sports,5,109,545
TXN0782,2023-04-04,CUST416,Male,53,Clothing_Men,1,82,82
